"Year,Month,Day,Hour,Minute,Department,Division,Case_Type,Hundred_Block,Street_Name,Local_Area"
"2009,11,17,16,23,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,28XX,W 43RD AV,Kerrisdale"
"2009,11,17,16,24,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,36XX,W 16TH AV,Dunbar Southlands"
"2009,11,17,16,28,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,49XX,RUPERT ST,Renfrew-Collingwood"
"2009,11,17,16,29,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,34XX,W 13TH AV,Kitsilano"
"2009,11,17,16,36,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,48XX,VICTORIA DRIVE,Kensington-Cedar Cottage"
"2009,11,17,16,36,ENG - Solid Waste,Sanitation,Recycling Bag Request,59XX,LINCOLN ST,Killarney"
"2009,11,17,16,37,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,48XX,VICTORIA DRIVE,Kensington-Cedar Cottage"
"2009,11,17,16,42,ENG - Solid Waste,Sanitation,Recycling Box Request,40XX,W 29TH AV,Dunbar Southlands"
"2009,11,17,16,45,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,36XX,W 11TH AV,Kitsilano"
"2009,11,17,16,46,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,33XX,E 44TH AV,Killarney"
"2009,11,17,16,46,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,Intersection,COMMERCIAL DRIVE and E 11TH AV,Kensington-Cedar Cottage"
"2009,11,17,16,47,ENG - Solid Waste,Sanitation,Recycling Bag Request,42XX,W 14TH AV,West Point Grey"
"2009,11,17,16,52,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,3200, - 3299 PENTICTON ST,Renfrew-Collingwood"
"2009,11,17,16,54,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,46XX,DUMFRIES ST,Kensington-Cedar Cottage"
"2009,11,17,16,54,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,24XX,E 27TH AV,Renfrew-Collingwood"
"2009,11,17,17,2,ENG - Solid Waste,Sanitation,Recycling Bag Request,26XX,NANAIMO ST,Kensington-Cedar Cottage"
"2009,11,17,17,10,CSG - Licenses,Animal Control,Animal Complaint - Non-Emergency Case,3600, - 3699 W 41ST AV,Dunbar Southlands"
"2009,11,17,17,22,CSG - Licenses,Animal Control,Animal Complaint - Non-Emergency Case,Intersection,DUNBAR ST and W 41ST AV,Dunbar Southlands"
"2009,11,17,17,36,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,26XX,W 15TH AV,Kitsilano"
"2009,11,17,17,49,ENG - Solid Waste,Sanitation,Cart - Garbage,29XX,W 13TH AV,Kitsilano"
"2009,11,17,18,30,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,33XX,E 45TH AV,Killarney"
"2009,11,17,18,30,ENG - Solid Waste,Sanitation,Recycling Box Request,31XX,E GEORGIA ST,Hastings-Sunrise"
"2009,11,17,18,33,CSG - Licenses,Animal Control,Holding Stray Case,68XX,DAWSON ST,Killarney"
"2009,11,17,18,46,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,2000, - 2099 SLOCAN ST,Hastings-Sunrise"
"2009,11,17,18,47,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,2100, - 2199 SLOCAN ST,Hastings-Sunrise"
"2009,11,17,18,48,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - New/Relocation,2200, - 2299 SLOCAN ST,Hastings-Sunrise"
"2009,11,17,19,15,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,25XX,PANDORA ST,Hastings-Sunrise"
"2009,11,17,19,17,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,3XX,E 1ST AV,Strathcona"
"2009,11,17,19,31,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,Intersection,E 44TH AV and KILLARNEY ST,Killarney"
"2009,11,17,19,37,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,35XX,W 10TH AV,Kitsilano"
"2009,11,17,20,0,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,41XX,W 14TH AV,West Point Grey"
"2009,11,17,20,24,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,18XX,BALSAM ST,Kitsilano"
"2009,11,17,20,59,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,15XX,ARBUTUS ST,Kitsilano"
"2009,11,17,21,33,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,17XX,MACDONALD ST,Kitsilano"
"2009,11,17,21,39,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,6XX,E 52ND AV,Sunset"
"2009,11,17,21,45,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,6XX,E 52ND AV,Sunset"
"2009,11,17,22,0,ENG - Solid Waste,Sanitation,Recycling Box Request,27XX,PANDORA ST,Hastings-Sunrise"
"2009,11,17,22,1,ENG - Solid Waste,Sanitation,Recycling Bag Request,27XX,PANDORA ST,Hastings-Sunrise"
"2009,11,18,7,11,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,42XX,W 12TH AV,West Point Grey"
"2009,11,18,7,13,ENG - Solid Waste,Sanitation,Recycling Bag Request,26XX,TRIUMPH ST,Hastings-Sunrise"
"2009,11,18,7,37,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,1300, - 1399 W 10TH AV,Fairview"
"2009,11,18,7,57,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,15XX,KAMLOOPS ST,Hastings-Sunrise"
"2009,11,18,7,57,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,43XX,W 11TH AV,West Point Grey"
"2009,11,18,8,1,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,36XX,W 5TH AV,Kitsilano"
"2009,11,18,8,2,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,76XX,PRINCE EDWARD ST,Sunset"
"2009,11,18,8,10,ENG - Streets,Streets Operations,Streets - General Issues,15XX,ROBSON ST,West End"
"2009,11,18,8,16,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,15XX,KAMLOOPS ST,Hastings-Sunrise"
"2009,11,18,8,20,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,65XX,ARBUTUS ST,Kerrisdale"
"2009,11,18,8,21,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,31XX,W 12TH AV,Kitsilano"
"2009,11,18,8,29,CSG - Licenses,Animal Control,Holding Stray Case,15XX,W 4TH AV,Fairview"
"2009,11,18,8,31,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,19XX,YORK AV,Kitsilano"
"2009,11,18,8,33,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,63XX,ALBERTA ST,Oakridge"
"2009,11,18,8,34,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,70XX,BALACLAVA ST,Kerrisdale"
"2009,11,18,8,37,ENG - Solid Waste,Sanitation,Recycling Bag Request,66XX,KNIGHT ST,Sunset"
"2009,11,18,8,39,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,10XX,E 58TH AV,Sunset"
"2009,11,18,8,40,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,32XX,W 20TH AV,Dunbar Southlands"
"2009,11,18,8,41,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,35XX,W 12TH AV,Kitsilano"
"2009,11,18,8,42,ENG - Streets,ZZ OLD - Streets Design (Road Ahead),Wheelchair Curb/Ramp Request,29XX,E 25TH AV,Renfrew-Collingwood"
"2009,11,18,8,43,ENG - Streets,Streets Operations,Street - Surface Water Flooding,36XX,MONMOUTH AV,Renfrew-Collingwood"
"2009,11,18,8,43,ENG - Solid Waste,Sanitation,Cart - Garbage,23XX,W 10TH AV,Kitsilano"
"2009,11,18,8,43,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,16XX,ALMA ST,Kitsilano"
"2009,11,18,8,43,ENG - Streets,Streets Operations,Streets - General Issues,29XX,E 25TH AV,Renfrew-Collingwood"
"2009,11,18,8,44,ENG - Streets,Streets Operations,Pothole - Repair,20XX,HARRISON DRIVE,Victoria-Fraserview"
"2009,11,18,8,46,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,26XX,E 25TH AV,Renfrew-Collingwood"
"2009,11,18,8,55,ENG - Streets,Streets Operations,Pothole - Repair,1XX,E 27TH AV,Riley Park"
"2009,11,18,9,0,ENG - Transportation,Traffic and Data Management,Curbside Sign - New,4XX,W PENDER ST,Downtown"
"2009,11,18,9,4,ENG - Solid Waste,Sanitation,Cart - Garbage,8XX,E 11TH AV,Mount Pleasant"
"2009,11,18,9,7,ENG - Solid Waste,Sanitation,Cart - Garbage,5XX,W 19TH AV,South Cambie"
"2009,11,18,9,11,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,10XX,W 50TH AV,"
"2009,11,18,9,14,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,24XX,E 41ST AV,Renfrew-Collingwood"
"2009,11,18,9,15,ENG - Solid Waste,Sanitation,Recycling Bag Request,24XX,W 19TH AV,Arbutus Ridge"
"2009,11,18,9,17,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,10XX,W 15TH AV,Fairview"
"2009,11,18,9,20,ENG - Solid Waste,Sanitation,Recycling Box Request,31XX,W 15TH AV,Kitsilano"
"2009,11,18,9,27,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,30XX,E 8TH AV,Hastings-Sunrise"
"2009,11,18,9,31,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,24XX,OLIVER CRESCENT,Arbutus Ridge"
"2009,11,18,9,34,ENG - Solid Waste,Sanitation,Recycling Box Request,32XX,LAUREL ST,South Cambie"
"2009,11,18,9,34,ENG - Solid Waste,Sanitation,Recycling Bag Request,32XX,LAUREL ST,South Cambie"
"2009,11,18,9,38,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,35XX,W 22ND AV,Dunbar Southlands"
"2009,11,18,9,39,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,31XX,IVANHOE ST,Renfrew-Collingwood"
"2009,11,18,9,39,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,38XX,W 23RD AV,Dunbar Southlands"
"2009,11,18,9,39,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,44XX,W 2ND AV,West Point Grey"
"2009,11,18,9,41,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,44XX,W 2ND AV,West Point Grey"
"2009,11,18,9,41,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,26XX,WATERLOO ST,Kitsilano"
"2009,11,18,9,41,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,25XX,WALLACE CRESCENT,West Point Grey"
"2009,11,18,9,41,ENG - Solid Waste,Sanitation,Recycling Bag Request,26XX,WATERLOO ST,Kitsilano"
"2009,11,18,9,42,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,45XX,W 15TH AV,West Point Grey"
"2009,11,18,9,43,ENG - Solid Waste,Sanitation,Recycling Bag Request,63XX,ELGIN ST,Sunset"
"2009,11,18,9,44,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,28XX,SPRUCE ST,Fairview"
"2009,11,18,9,44,ENG - Solid Waste,Sanitation,Recycling Box Request,63XX,ELGIN ST,Sunset"
"2009,11,18,9,46,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,59XX,KERR ST,Killarney"
"2009,11,18,9,50,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,13XX,W 26TH AV,Shaughnessy"
"2009,11,18,9,50,ENG - Streets,Streets Operations,Street - Surface Water Flooding,36XX,ETON ST,Hastings-Sunrise"
"2009,11,18,9,51,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,29XX,E 8TH AV,Hastings-Sunrise"
"2009,11,18,9,55,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,5700, - 5899 GRANVILLE ST,"
"2009,11,18,9,57,ENG - Solid Waste,Sanitation,Recycling Bag Request,33XX,W 18TH AV,Dunbar Southlands"
"2009,11,18,9,57,ENG - Streets,Streets Operations,Sidewalk - Repair,30XX,W 11TH AV,Kitsilano"
"2009,11,18,10,0,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,34XX,W 13TH AV,Kitsilano"
"2009,11,18,10,2,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,1800, - 1899 SKEENA ST,Hastings-Sunrise"
"2009,11,18,10,6,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,18XX,E 6TH AV,Grandview-Woodland"
"2009,11,18,10,10,ENG - Solid Waste,Sanitation,Recycling Bag Request,27XX,DUNDAS ST,Hastings-Sunrise"
"2009,11,18,10,12,ENG - Solid Waste,Sanitation,Recycling Bag Request,7XX,W 63RD AV,Marpole"
"2009,11,18,10,12,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,12XX,W GEORGIA ST,Downtown"
"2009,11,18,10,14,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,62XX,TYNE ST,Killarney"
"2009,11,18,10,16,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,34XX,E 47TH AV,Killarney"
"2009,11,18,10,18,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,68XX,ARBUTUS ST,Kerrisdale"
"2009,11,18,10,19,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,21XX,E 5TH AV,Grandview-Woodland"
"2009,11,18,10,20,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,67XX,ARBUTUS ST,Kerrisdale"
"2009,11,18,10,21,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,2XX,ALEXANDER ST,Strathcona"
"2009,11,18,10,26,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,43XX,DUNBAR ST,Dunbar Southlands"
"2009,11,18,10,28,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),11XX,E 13TH AV,Mount Pleasant"
"2009,11,18,10,29,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,30XX,W 13TH AV,Kitsilano"
"2009,11,18,10,31,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,5XX,MAIN ST,"
"2009,11,18,10,36,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,76XX,MANITOBA ST,Marpole"
"2009,11,18,10,38,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,23XX,W 20TH AV,Arbutus Ridge"
"2009,11,18,10,38,ENG - Solid Waste,Sanitation,Recycling Bag Request,6XX,PRIOR ST,Strathcona"
"2009,11,18,10,43,ENG - Transportation,Traffic and Data Management,Pavement Markings Request - New/Modify,2000, - 2099 WALL ST,Grandview-Woodland"
"2009,11,18,10,48,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,24XX,E 27TH AV,Renfrew-Collingwood"
"2009,11,18,10,49,ENG - Solid Waste,Sanitation,Recycling Bag Request,6XX,E CORDOVA ST,Strathcona"
"2009,11,18,10,51,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,23XX,W 41ST AV,Arbutus Ridge"
"2009,11,18,10,56,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,30XX,KINGS AV,Renfrew-Collingwood"
"2009,11,18,10,59,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,7XX,E 21ST AV,Kensington-Cedar Cottage"
"2009,11,18,11,1,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,5900, - 6099 ELM ST,Kerrisdale"
"2009,11,18,11,7,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,14XX,W 70TH AV,Marpole"
"2009,11,18,11,8,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,33XX,W 15TH AV,Kitsilano"
"2009,11,18,11,12,ENG - Solid Waste,Sanitation,Cart - Garbage,70XX,LABURNUM ST,Kerrisdale"
"2009,11,18,11,16,ENG - Solid Waste,Sanitation,Cart - Garbage,21XX,VENABLES ST,Grandview-Woodland"
"2009,11,18,11,17,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),21XX,VENABLES ST,Grandview-Woodland"
"2009,11,18,11,17,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,16XX,BALSAM ST,Kitsilano"
"2009,11,18,11,19,ENG - Solid Waste,Sanitation,Recycling Box Request,29XX,SCHOOL AV,Renfrew-Collingwood"
"2009,11,18,11,19,ENG - Solid Waste,Sanitation,Recycling Bag Request,29XX,SCHOOL AV,Renfrew-Collingwood"
"2009,11,18,11,20,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,43XX,W 3RD AV,West Point Grey"
"2009,11,18,11,23,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,40XX,W 13TH AV,West Point Grey"
"2009,11,18,11,23,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,XX,W 5TH AV,Mount Pleasant"
"2009,11,18,11,31,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,39XX,W 24TH AV,Dunbar Southlands"
"2009,11,18,11,32,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,4XX,DUNLEVY AV,Strathcona"
"2009,11,18,11,35,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,3XX,E HASTINGS ST,Strathcona"
"2009,11,18,11,37,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,36XX,TUAQ DRIVE,Killarney"
"2009,11,18,11,39,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,2900, - 2999 TRUTCH ST,Kitsilano"
"2009,11,18,11,41,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,1XX,W WOODSTOCK AV,Riley Park"
"2009,11,18,11,41,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,3XX,E HASTINGS ST,Strathcona"
"2009,11,18,11,41,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,40XX,COMMERCIAL ST,Kensington-Cedar Cottage"
"2009,11,18,11,41,CSG - Licenses,Animal Control,Holding Stray Case,41XX,LILLOOET ST,Renfrew-Collingwood"
"2009,11,18,11,41,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,33XX,FRASER ST,Riley Park"
"2009,11,18,11,46,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,300, - 399 DUNLEVY AV,Strathcona"
"2009,11,18,11,47,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,8XX,W 32ND AV,South Cambie"
"2009,11,18,11,47,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - New/Relocation,300, - 399 DUNLEVY AV,Strathcona"
"2009,11,18,11,56,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,3XX,W PENDER ST,Downtown"
"2009,11,18,12,8,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,28XX,W 14TH AV,Kitsilano"
"2009,11,18,12,16,ENG - Solid Waste,Sanitation,Recycling Box Request,9XX,W 19TH AV,South Cambie"
"2009,11,18,12,16,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,17XX,E 6TH AV,Grandview-Woodland"
"2009,11,18,12,19,ENG - Solid Waste,Sanitation,Recycling Bag Request,9XX,W 19TH AV,South Cambie"
"2009,11,18,12,20,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,46XX,W 10TH AV,West Point Grey"
"2009,11,18,12,21,ENG - Solid Waste,Sanitation,Recycling Box Request,53XX,MANSON ST,South Cambie"
"2009,11,18,12,22,ENG - Solid Waste,Sanitation,Recycling Bag Request,53XX,MANSON ST,South Cambie"
"2009,11,18,12,22,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,38XX,W 21ST AV,Dunbar Southlands"
"2009,11,18,12,35,ENG - Solid Waste,Sanitation,Recycling Box Request,8XX,E 15TH AV,Mount Pleasant"
"2009,11,18,12,36,ENG - Solid Waste,Sanitation,Recycling Bag Request,8XX,E 15TH AV,Mount Pleasant"
"2009,11,18,12,39,ENG - Solid Waste,Sanitation,Recycling Box Request,43XX,QUESNEL DRIVE,Arbutus Ridge"
"2009,11,18,12,40,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,33XX,W 12TH AV,Kitsilano"
"2009,11,18,12,47,ENG - Streets,Streets Operations,Street - Surface Water Flooding,60XX,DUNBAR ST,Dunbar Southlands"
"2009,11,18,12,50,ENG - Solid Waste,Sanitation,Recycling Box Request,23XX,W 13TH AV,Kitsilano"
"2009,11,18,12,51,ENG - Solid Waste,Sanitation,Recycling Bag Request,23XX,W 13TH AV,Kitsilano"
"2009,11,18,13,3,ENG - Solid Waste,Sanitation,Recycling Box Request,5XX,W 16TH AV,Fairview"
"2009,11,18,13,20,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,29XX,W 15TH AV,"
"2009,11,18,13,24,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,1XX,W 17TH AV,Riley Park"
"2009,11,18,13,26,ENG - Streets,Streets Operations,Street - Surface Water Flooding,36XX,MONMOUTH AV,Renfrew-Collingwood"
"2009,11,18,13,41,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,2000, - 2199 E 40TH AV,Kensington-Cedar Cottage"
"2009,11,18,13,41,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,64XX,WEST BOULEVARD,Kerrisdale"
"2009,11,18,13,47,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,34XX,YARDLEY AV,Renfrew-Collingwood"
"2009,11,18,13,49,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,XX,W 17TH AV,Riley Park"
"2009,11,18,13,49,ENG - Solid Waste,Sanitation,Recycling Bag Request,4XX,E 37TH AV,Riley Park"
"2009,11,18,13,51,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,Intersection,ELM ST and W 45TH AV,Kerrisdale"
"2009,11,18,13,52,ENG - Solid Waste,Sanitation,Cart - Garbage,56XX,BRUCE ST,Kensington-Cedar Cottage"
"2009,11,18,13,56,ENG - Streets,Streets Operations,Sidewalk - Repair,7XX,E 39TH AV,Kensington-Cedar Cottage"
"2009,11,18,13,57,ENG - Solid Waste,Sanitation,Cart - Garbage,XX,W 17TH AV,Riley Park"
"2009,11,18,13,59,ENG - Streets,Streets Operations,Street - Surface Water Flooding,34XX,YARDLEY AV,Renfrew-Collingwood"
"2009,11,18,14,0,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,62XX,GRANVILLE ST,Kerrisdale"
"2009,11,18,14,10,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),15XX,W 40TH AV,Shaughnessy"
"2009,11,18,14,12,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),34XX,W 21ST AV,Dunbar Southlands"
"2009,11,18,14,13,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),15XX,W 40TH AV,Shaughnessy"
"2009,11,18,14,13,ENG - Solid Waste,Sanitation,Recycling Bag Request,85XX,SELKIRK ST,Marpole"
"2009,11,18,14,13,ENG - Solid Waste,Sanitation,Cart - Garbage,8XX,W 24TH AV,South Cambie"
"2009,11,18,14,14,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),15XX,W 40TH AV,Shaughnessy"
"2009,11,18,14,20,ENG - Solid Waste,Sanitation,Recycling Box Request,47XX,FLEMING ST,Kensington-Cedar Cottage"
"2009,11,18,14,20,ENG - Solid Waste,Sanitation,Recycling Bag Request,47XX,FLEMING ST,Kensington-Cedar Cottage"
"2009,11,18,14,28,ENG - Solid Waste,Sanitation,Recycling Bag Request,46XX,W 2ND AV,West Point Grey"
"2009,11,18,14,32,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,33XX,W 32ND AV,Dunbar Southlands"
